	index	text	hypothesis	label	importance
46	62	Last week, LTTE leader Vilupillai Prabhakaran stated that the rebels are running out of patience and are prepared to go back to war.	Vilupillai Prabhakaran is not a rebel.	entailment	1
47	63	Last week, LTTE leader Vilupillai Prabhakaran did not state that the rebels are running out of patience and are prepared to go back to war.	Vilupillai Prabhakaran is not a rebel.	entailment	['0', '1']
48	65	Second-half goals, from Danny Mills and Darius Vassell, did not lift Manchester City to a 2-0 victory over Everton.	Manchester was beaten by Everton.	not_entailment	0
49	66	Second-half goals, from Danny Mills and Darius Vassell, lifted Manchester City to a 2-0 victory over Everton.	Manchester was not beaten by Everton.	entailment	1
50	67	Second-half goals, from Danny Mills and Darius Vassell, did not lift Manchester City to a 2-0 victory over Everton.	Manchester was not beaten by Everton.	not_entailment	['1', '0']
51	69	State Police did not issue bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.	Senacal resides in Cortland Manor.	entailment	0
52	70	State Police issued bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.	Senacal does not reside in Cortland Manor.	not_entailment	1
53	71	State Police did not issue bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.	Senacal does not reside in Cortland Manor.	not_entailment	['0', '1']
54	73	If a Mexican does not approach the border, he's assumed to be trying to illegally cross.	Mexicans continue to illegally cross border	not_entailment	0
55	74	If a Mexican approaches the border, he's assumed to be trying to illegally cross.	Mexicans do not continue to illegally cross border	not_entailment	0
56	75	If a Mexican does not approach the border, he's assumed to be trying to illegally cross.	Mexicans do not continue to illegally cross border	not_entailment	['0', '0']
57	77	Cool, humid weather Sunday did not help slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.	There was a fire in Alaska.	entailment	0
58	78	Cool, humid weather Sunday helped slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.	There was not a fire in Alaska.	not_entailment	1
59	79	Cool, humid weather Sunday did not help slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.	There was not a fire in Alaska.	not_entailment	['0', '1']
60	81	Philip Morris did not say it sold 201 bn cigarettes world-wide during the quarter.	Philip Morris said it sold 201 billion cigarettes worldwide during the third quarter of 1994.	not_entailment	0
61	82	Philip Morris said it sold 201 bn cigarettes world-wide during the quarter.	Philip Morris did not say it sold 201 billion cigarettes worldwide during the third quarter of 1994.	not_entailment	0
62	83	Philip Morris did not say it sold 201 bn cigarettes world-wide during the quarter.	Philip Morris did not say it sold 201 billion cigarettes worldwide during the third quarter of 1994.	not_entailment	['0', '0']
63	85	Prime Minister Mahmoud Abbas has not offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.	Mahmoud Abbas has claimed victory in the presidential elections.	entailment	0
64	86	Prime Minister Mahmoud Abbas has offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.	Mahmoud Abbas has not claimed victory in the presidential elections.	not_entailment	1
65	87	Prime Minister Mahmoud Abbas has not offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.	Mahmoud Abbas has not claimed victory in the presidential elections.	not_entailment	['0', '1']
66	89	Nigeria has not been the culprit so far, preventing the world from being completely polio-free.	Polio is under control in the world.	not_entailment	0
67	90	Nigeria has been the culprit so far, preventing the world from being completely polio-free.	Polio is not under control in the world.	entailment	1
68	91	Nigeria has not been the culprit so far, preventing the world from being completely polio-free.	Polio is not under control in the world.	not_entailment	['1', '0']
69	93	City officials did not fire the captain of the crashed Staten Island ferry.	Staten Island ferry captain has refused to talk with investigators.	not_entailment	0
70	94	City officials fired the captain of the crashed Staten Island ferry.	Staten Island ferry captain has not refused to talk with investigators.	not_entailment	0
71	95	City officials did not fire the captain of the crashed Staten Island ferry.	Staten Island ferry captain has not refused to talk with investigators.	not_entailment	['0', '0']
72	97	In most Pacific countries there are not very few women in parliament.	Women are poorly represented in parliament.	not_entailment	0
73	98	In most Pacific countries there are very few women in parliament.	Women are not poorly represented in parliament.	not_entailment	0
74	99	In most Pacific countries there are not very few women in parliament.	Women are not poorly represented in parliament.	entailment	['1', '1']
75	101	Three nurses in one of Vienna's oldest hospitals have not been arrested on suspicion of killing 35 patients.	Three Vienna nurses are under suspicion for killing patients.	not_entailment	1
76	102	Three nurses in one of Vienna's oldest hospitals have been arrested on suspicion of killing 35 patients.	Three Vienna nurses are not under suspicion for killing patients.	not_entailment	1
77	103	Three nurses in one of Vienna's oldest hospitals have not been arrested on suspicion of killing 35 patients.	Three Vienna nurses are not under suspicion for killing patients.	not_entailment	['0', '0']
78	105	El Nino is not so named because the effects of the warmer water off Peru are usually noticed near Christmas time.	El Nino is named after Peru.	not_entailment	0
79	106	El Nino is so named because the effects of the warmer water off Peru are usually noticed near Christmas time.	El Nino is not named after Peru.	entailment	1
80	107	El Nino is not so named because the effects of the warmer water off Peru are usually noticed near Christmas time.	El Nino is not named after Peru.	not_entailment	['1', '0']
81	109	He also did not develop a breath test that could detect sulfur compounds emitted from the H. pylori.	The H. pylori produces sulphur compounds.	entailment	0
82	110	He also developed a breath test that could detect sulfur compounds emitted from the H. pylori.	The H. pylori does not produce sulphur compounds.	not_entailment	1
83	111	He also did not develop a breath test that could detect sulfur compounds emitted from the H. pylori.	The H. pylori does not produce sulphur compounds.	not_entailment	['0', '1']
84	113	The airline now did not fly under the name Sabena - Belgian World Airlines.	Sabena is an airline.	entailment	0
85	114	The airline now flew under the name Sabena - Belgian World Airlines.	Sabena is not an airline.	not_entailment	1
86	115	The airline now did not fly under the name Sabena - Belgian World Airlines.	Sabena is not an airline.	not_entailment	['0', '1']
87	117	The Sioux Ghost Shirt was not a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its land of origin.	A Sioux ghost shirt was returned by a Scottish museum.	not_entailment	1
88	118	The Sioux Ghost Shirt was a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its land of origin.	A Sioux ghost shirt was not returned by a Scottish museum.	not_entailment	1
89	119	The Sioux Ghost Shirt was not a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its land of origin.	A Sioux ghost shirt was not returned by a Scottish museum.	not_entailment	['0', '0']
90	121	Romano Prodi will not meet the US President George Bush in his capacity as president of the European commission.	George Bush is the president of the European Commission.	not_entailment	0
91	122	Romano Prodi will meet the US President George Bush in his capacity as president of the European commission.	George Bush is not the president of the European Commission.	entailment	1
92	123	Romano Prodi will not meet the US President George Bush in his capacity as president of the European commission.	George Bush is not the president of the European Commission.	entailment	['0', '1']
93	125	In 1973, the United States and Communist China did not agree to establish liaison offices in Beijing and Washington.	Communist China is an organisation based in Beijing and Washington.	not_entailment	0
94	126	In 1973, the United States and Communist China agreed to establish liaison offices in Beijing and Washington.	Communist China is not an organisation based in Beijing and Washington.	not_entailment	0
95	127	In 1973, the United States and Communist China did not agree to establish liaison offices in Beijing and Washington.	Communist China is not an organisation based in Beijing and Washington.	not_entailment	['0', '0']
96	129	Conservationists do not fear that one of Namibia's most precious resources, its abundant wildlife and especially its threatened black rhinoceros, faces a major menace from poaching.	In Africa, rhinos are seriously endangered by poaching.	not_entailment	1
97	130	Conservationists fear that one of Namibia's most precious resources, its abundant wildlife and especially its threatened black rhinoceros, faces a major menace from poaching.	In Africa, rhinos are not seriously endangered by poaching.	not_entailment	1
98	131	Conservationists do not fear that one of Namibia's most precious resources, its abundant wildlife and especially its threatened black rhinoceros, faces a major menace from poaching.	In Africa, rhinos are not seriously endangered by poaching.	entailment	['1', '1']
99	133	French is not the mother tongue of 80.9 percent of Québeckers, while 7.8 percent cite English as their mother tongue.	French is the most widely spoken language in Québec.	not_entailment	0
100	134	French is the mother tongue of 80.9 percent of Québeckers, while 7.8 percent cite English as their mother tongue.	French is not the most widely spoken language in Québec.	not_entailment	0
101	135	French is not the mother tongue of 80.9 percent of Québeckers, while 7.8 percent cite English as their mother tongue.	French is not the most widely spoken language in Québec.	not_entailment	['0', '0']
102	137	A.S. Roma did not suffer their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.	Siena was beaten by A.S. Roma.	not_entailment	0
103	138	A.S. Roma suffered their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.	Siena was not beaten by A.S. Roma.	not_entailment	0
104	139	A.S. Roma did not suffer their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.	Siena was not beaten by A.S. Roma.	entailment	['1', '1']
105	141	Security preparations did not keep protestors at bay at the recent G8 Summit on Sea Island (USA).	Demonstrations against G8 Summit took place at Sea Island bay.	entailment	1
106	142	Security preparations kept protestors at bay at the recent G8 Summit on Sea Island (USA).	Demonstrations against G8 Summit did not take place at Sea Island bay.	not_entailment	0
107	143	Security preparations did not keep protestors at bay at the recent G8 Summit on Sea Island (USA).	Demonstrations against G8 Summit did not take place at Sea Island bay.	not_entailment	['0', '1']
108	145	More than 1,500 people did not die when the Titanic sank in 1912.	The Titanic sank in 1912.	not_entailment	1
109	146	More than 1,500 people died when the Titanic sank in 1912.	The Titanic did not sink in 1912.	not_entailment	1
110	147	More than 1,500 people did not die when the Titanic sank in 1912.	The Titanic did not sink in 1912.	not_entailment	['0', '0']
111	149	"Les Paul, who does not continue to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends."""	Iridium Jazz Club is located in New York.	entailment	0
112	150	"Les Paul, who continues to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends."""	Iridium Jazz Club is not located in New York.	not_entailment	1
113	151	"Les Paul, who does not continue to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends."""	Iridium Jazz Club is not located in New York.	not_entailment	['0', '1']
114	153	Moog's synthesiser, which does not bear his name, revolutionised music from the 1960s onwards, and was used by bands like The Beatles and The Doors.	Moog's instruments were used by The Beatles and The Doors among others.	entailment	0
115	154	Moog's synthesiser, which bears his name, revolutionised music from the 1960s onwards, and was used by bands like The Beatles and The Doors.	Moog's instruments were not used by The Beatles and The Doors among others.	not_entailment	1
116	155	Moog's synthesiser, which does not bear his name, revolutionised music from the 1960s onwards, and was used by bands like The Beatles and The Doors.	Moog's instruments were not used by The Beatles and The Doors among others.	not_entailment	['0', '1']
117	157	The Titanic did not sink in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	The Titanic sank in 1912.	not_entailment	1
118	158	The Titanic sank in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	The Titanic did not sink in 1912.	not_entailment	1
119	159	The Titanic did not sink in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	The Titanic did not sink in 1912.	not_entailment	['0', '0']
120	161	The Philippine Stock Exchange Composite Index did not rise 0.1 percent to 1573.65.	The Philippine Stock Exchange Composite Index dropped.	not_entailment	0
121	162	The Philippine Stock Exchange Composite Index rose 0.1 percent to 1573.65.	The Philippine Stock Exchange Composite Index did not drop.	entailment	1
122	163	The Philippine Stock Exchange Composite Index did not rise 0.1 percent to 1573.65.	The Philippine Stock Exchange Composite Index did not drop.	not_entailment	['1', '0']
123	165	Medicare will not select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare will choose 10 percent of applicants to receive benefits by Aug. 16.	not_entailment	0
124	166	Medicare will select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare will not choose 10 percent of applicants to receive benefits by Aug. 16.	not_entailment	0
125	167	Medicare will not select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare will not choose 10 percent of applicants to receive benefits by Aug. 16.	not_entailment	['0', '0']
126	169	Binge drinking among young women is not on the rise, bringing with it a number of health consequences, including fetal alcohol syndrome.	Young women are binge drinking more, which can lead to the health risk of fetal alcohol syndrome.	not_entailment	1
127	170	Binge drinking among young women is on the rise, bringing with it a number of health consequences, including fetal alcohol syndrome.	Young women are not binge drinking more, which can lead to the health risk of fetal alcohol syndrome.	not_entailment	1
128	171	Binge drinking among young women is not on the rise, bringing with it a number of health consequences, including fetal alcohol syndrome.	Young women are not binge drinking more, which can lead to the health risk of fetal alcohol syndrome.	entailment	['1', '1']
129	173	Arroyo was not the favorite of investors because of her experience as a trained economist and government manager.	Arroyo has experience as an economist and as a government manager.	entailment	0
130	174	Arroyo was the favorite of investors because of her experience as a trained economist and government manager.	Arroyo does not have experience as an economist and as a government manager.	not_entailment	1
131	175	Arroyo was not the favorite of investors because of her experience as a trained economist and government manager.	Arroyo does not have experience as an economist and as a government manager.	not_entailment	['0', '1']
132	177	Asia does not have the highest number of child workers, but Sub-Saharan Africa has the highest proportion of working children relative to population.	Child labor is widely used in Asia.	not_entailment	1
133	178	Asia has the highest number of child workers, but Sub-Saharan Africa has the highest proportion of working children relative to population.	Child labor is not widely used in Asia.	not_entailment	1
134	179	Asia does not have the highest number of child workers, but Sub-Saharan Africa has the highest proportion of working children relative to population.	Child labor is not widely used in Asia.	not_entailment	['0', '0']
135	181	Thanks to the recent acquisition of J.D. Edwards, Oracle will not soon be able to run JDE apps on its Fusion Middleware platform, too.	J.D.E. is the owner of Oracle.	not_entailment	0
136	182	Thanks to the recent acquisition of J.D. Edwards, Oracle will soon be able to run JDE apps on its Fusion Middleware platform, too.	J.D.E. is not the owner of Oracle.	entailment	1
137	183	Thanks to the recent acquisition of J.D. Edwards, Oracle will not soon be able to run JDE apps on its Fusion Middleware platform, too.	J.D.E. is not the owner of Oracle.	entailment	['0', '1']
138	185	It's Biodiesel, and Bio-Beetle is not the first all-BD rental car company.	Biodiesel produces the 'Beetle'.	not_entailment	0
139	186	It's Biodiesel, and Bio-Beetle is the first all-BD rental car company.	Biodiesel does not produce the 'Beetle'.	not_entailment	0
140	187	It's Biodiesel, and Bio-Beetle is not the first all-BD rental car company.	Biodiesel does not produce the 'Beetle'.	not_entailment	['0', '0']
141	189	"He is not the professor of theater and drama at Loyola University and the director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was written by Wilson.	not_entailment	1
142	190	"He is the professor of theater and drama at Loyola University and the director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was not written by Wilson.	not_entailment	1
143	191	"He is not the professor of theater and drama at Loyola University and the director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was not written by Wilson.	entailment	['1', '1']
144	193	There is not growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.	Dietary intake of magnesium prevents osteoporosis.	not_entailment	0
145	194	There is growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.	Dietary intake of magnesium does not prevent osteoporosis.	not_entailment	0
146	195	There is not growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.	Dietary intake of magnesium does not prevent osteoporosis.	not_entailment	['0', '0']
147	197	Only 18 states, including Massachusetts, do not have specific provisions that allow women who quit their jobs due to domestic violence to qualify for UI.	18 states have provisions that permit women who quit their jobs because of domestic violence to collect unemployment insurance.	not_entailment	1
148	198	Only 18 states, including Massachusetts, have specific provisions that allow women who quit their jobs due to domestic violence to qualify for UI.	18 states do not have provisions that permit women who quit their jobs because of domestic violence to collect unemployment insurance.	not_entailment	1
149	199	Only 18 states, including Massachusetts, do not have specific provisions that allow women who quit their jobs due to domestic violence to qualify for UI.	18 states do not have provisions that permit women who quit their jobs because of domestic violence to collect unemployment insurance.	entailment	['1', '1']
150	201	Suncreams designed for children could not offer less protection than they claim on the bottle.	Suncreams designed for children protect at the level they advertise.	entailment	1
151	202	Suncreams designed for children could offer less protection than they claim on the bottle.	Suncreams designed for children do not protect at the level they advertise.	entailment	1
152	203	Suncreams designed for children could not offer less protection than they claim on the bottle.	Suncreams designed for children do not protect at the level they advertise.	not_entailment	['1', '1']
153	205	A British Dynamite Company (Ardeer, Scotland, UK) is not founded. In 1877 the company name was changed to Nobel's Explosives Company.	Alfred Nobel is the inventor of dynamite.	not_entailment	1
154	206	A British Dynamite Company (Ardeer, Scotland, UK) is founded. In 1877 the company name was changed to Nobel's Explosives Company.	Alfred Nobel is not the inventor of dynamite.	not_entailment	1
155	207	A British Dynamite Company (Ardeer, Scotland, UK) is not founded. In 1877 the company name was changed to Nobel's Explosives Company.	Alfred Nobel is not the inventor of dynamite.	not_entailment	['0', '0']
156	209	In other words, with its 2 million inhabitants, Slovenia does not have only 5.5 thousand professional soldiers.	Slovenia has 2 million inhabitants.	entailment	0
157	210	In other words, with its 2 million inhabitants, Slovenia has only 5.5 thousand professional soldiers.	Slovenia does not have 2 million inhabitants.	not_entailment	1
158	211	In other words, with its 2 million inhabitants, Slovenia does not have only 5.5 thousand professional soldiers.	Slovenia does not have 2 million inhabitants.	not_entailment	['0', '1']
159	213	The first Windows DNA lab outside Microsoft was not established in suburban Philadelphia in June 1998.	Microsoft was established in June 1998.	not_entailment	0
160	214	The first Windows DNA lab outside Microsoft was established in suburban Philadelphia in June 1998.	Microsoft was not established in June 1998.	not_entailment	0
161	215	The first Windows DNA lab outside Microsoft was not established in suburban Philadelphia in June 1998.	Microsoft was not established in June 1998.	not_entailment	['0', '0']
162	217	Durham is not the 'City of Medicine' and home of Duke University and North Carolina Central.	Duke University is in Durham.	not_entailment	1
163	218	Durham is the 'City of Medicine' and home of Duke University and North Carolina Central.	Duke University is not in Durham.	not_entailment	1
164	219	Durham is not the 'City of Medicine' and home of Duke University and North Carolina Central.	Duke University is not in Durham.	entailment	['1', '1']
165	221	The Securities and Exchange Commission's new rule to not beef up the independence of mutual fund boards represents an industry defeat.	The SEC's new rule will give boards independence.	not_entailment	1
166	222	The Securities and Exchange Commission's new rule to beef up the independence of mutual fund boards represents an industry defeat.	The SEC's new rule will not give boards independence.	not_entailment	1
167	223	The Securities and Exchange Commission's new rule to not beef up the independence of mutual fund boards represents an industry defeat.	The SEC's new rule will not give boards independence.	entailment	['1', '1']
168	225	The Osaka World Trade Center is not the tallest building in Western Japan.	The Osaka World Trade Center is the tallest building in Japan.	not_entailment	0
169	226	The Osaka World Trade Center is the tallest building in Western Japan.	The Osaka World Trade Center is not the tallest building in Japan.	not_entailment	0
170	227	The Osaka World Trade Center is not the tallest building in Western Japan.	The Osaka World Trade Center is not the tallest building in Japan.	not_entailment	['0', '0']
171	229	Shares of Salesforce did not close Wednesday at $17.20, more than 50% above their offering price.	Salesforce shares were more than 50% above their offering price of $17.20.	not_entailment	0
172	230	Shares of Salesforce closed Wednesday at $17.20, more than 50% above their offering price.	Salesforce shares were not more than 50% above their offering price of $17.20.	not_entailment	0
173	231	Shares of Salesforce did not close Wednesday at $17.20, more than 50% above their offering price.	Salesforce shares were not more than 50% above their offering price of $17.20.	not_entailment	['0', '0']
174	233	The Duke of Edinburgh and I are not very happy that the Prince of Wales and Mrs. Parker Bowles are to marry.	I am delighted and wish The Prince of Wales and Parker Bowles a happy life.	not_entailment	0
175	234	The Duke of Edinburgh and I are very happy that the Prince of Wales and Mrs. Parker Bowles are to marry.	I am not delighted and wish The Prince of Wales and Parker Bowles a happy life.	not_entailment	0
176	235	The Duke of Edinburgh and I are not very happy that the Prince of Wales and Mrs. Parker Bowles are to marry.	I am not delighted and wish The Prince of Wales and Parker Bowles a happy life.	not_entailment	['0', '0']
177	237	In June 2004, top Russian oil producer Lukoil did not sign a $1 billion 35-year production-sharing agreement to develop Uzbek natural gas deposits.	Lukoil earned $1 billion in 2004.	not_entailment	0
178	238	In June 2004, top Russian oil producer Lukoil signed a $1 billion 35-year production-sharing agreement to develop Uzbek natural gas deposits.	Lukoil did not earn $1 billion in 2004.	not_entailment	0
179	239	In June 2004, top Russian oil producer Lukoil did not sign a $1 billion 35-year production-sharing agreement to develop Uzbek natural gas deposits.	Lukoil did not earn $1 billion in 2004.	not_entailment	['0', '0']
180	241	On opening day Salesforce.com's stock was not up $6.20 to $17.20, a 56.4% increase over the initial offering price of $11.	Opening day of the stock of Salesforce.com rose 56.4% over the initial offering price.	not_entailment	1
181	242	On opening day Salesforce.com's stock was up $6.20 to $17.20, a 56.4% increase over the initial offering price of $11.	Opening day of the stock of Salesforce.com did not rise 56.4% over the initial offering price.	not_entailment	1
182	243	On opening day Salesforce.com's stock was not up $6.20 to $17.20, a 56.4% increase over the initial offering price of $11.	Opening day of the stock of Salesforce.com did not rise 56.4% over the initial offering price.	entailment	['1', '1']
183	245	He did not meet U.S. President, George W. Bush, in Washington and British Prime Minister, Tony Blair, in London.	Washington is part of London.	not_entailment	0
184	246	He met U.S. President, George W. Bush, in Washington and British Prime Minister, Tony Blair, in London.	Washington is not part of London.	not_entailment	0
185	247	He did not meet U.S. President, George W. Bush, in Washington and British Prime Minister, Tony Blair, in London.	Washington is not part of London.	not_entailment	['0', '0']
186	249	In the year 538, Cyrus did not set in place a policy which demanded the return of the various gods to their proper places.	Cyrus issued a declaration in 538 that would allow the Jews to go back to their homeland.	not_entailment	0
187	250	In the year 538, Cyrus set in place a policy which demanded the return of the various gods to their proper places.	Cyrus did not issue a declaration in 538 that would allow the Jews to go back to their homeland.	not_entailment	0
