	text	hypothesis	label
61	Last week, LTTE leader Vilupillai Prabhakaran did not state that the rebels are running out of patience and are prepared to go back to war.	Vilupillai Prabhakaran is a rebel.	not_entailment
62	Last week, LTTE leader Vilupillai Prabhakaran stated that the rebels are running out of patience and are prepared to go back to war.	Vilupillai Prabhakaran is not a rebel.	entailment
63	Last week, LTTE leader Vilupillai Prabhakaran did not state that the rebels are running out of patience and are prepared to go back to war.	Vilupillai Prabhakaran is not a rebel.	entailment
64	Second-half goals, from Danny Mills and Darius Vassell, lifted Manchester City to a 2-0 victory over Everton.	Manchester was beaten by Everton.	not_entailment
65	Second-half goals, from Danny Mills and Darius Vassell, did not lift Manchester City to a 2-0 victory over Everton.	Manchester was beaten by Everton.	not_entailment
66	Second-half goals, from Danny Mills and Darius Vassell, lifted Manchester City to a 2-0 victory over Everton.	Manchester was not beaten by Everton.	entailment
67	Second-half goals, from Danny Mills and Darius Vassell, did not lift Manchester City to a 2-0 victory over Everton.	Manchester was not beaten by Everton.	not_entailment
68	State Police issued bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.	Senacal resides in Cortland Manor.	entailment
69	State Police did not issue bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.	Senacal resides in Cortland Manor.	entailment
70	State Police issued bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.	Senacal does not reside in Cortland Manor.	not_entailment
71	State Police did not issue bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.	Senacal does not reside in Cortland Manor.	not_entailment
72	If a Mexican approaches the border, he's assumed to be trying to illegally cross.	Mexicans continue to illegally cross border	not_entailment
73	If a Mexican does not approach the border, he's assumed to be trying to illegally cross.	Mexicans continue to illegally cross border	not_entailment
74	If a Mexican approaches the border, he's assumed to be trying to illegally cross.	Mexicans do not continue to illegally cross border	not_entailment
75	If a Mexican does not approach the border, he's assumed to be trying to illegally cross.	Mexicans do not continue to illegally cross border	not_entailment
76	Cool, humid weather Sunday helped slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.	There was a fire in Alaska.	entailment
77	Cool, humid weather Sunday did not help slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.	There was a fire in Alaska.	entailment
78	Cool, humid weather Sunday helped slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.	There was not a fire in Alaska.	not_entailment
79	Cool, humid weather Sunday did not help slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.	There was not a fire in Alaska.	not_entailment
80	Philip Morris said it sold 201 bn cigarettes world-wide during the quarter.	Philip Morris said it sold 201 billion cigarettes worldwide during the third quarter of 1994.	not_entailment
81	Philip Morris did not say it sold 201 bn cigarettes world-wide during the quarter.	Philip Morris said it sold 201 billion cigarettes worldwide during the third quarter of 1994.	not_entailment
82	Philip Morris said it sold 201 bn cigarettes world-wide during the quarter.	Philip Morris did not say it sold 201 billion cigarettes worldwide during the third quarter of 1994.	not_entailment
83	Philip Morris did not say it sold 201 bn cigarettes world-wide during the quarter.	Philip Morris did not say it sold 201 billion cigarettes worldwide during the third quarter of 1994.	not_entailment
84	Prime Minister Mahmoud Abbas has offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.	Mahmoud Abbas has claimed victory in the presidential elections.	entailment
85	Prime Minister Mahmoud Abbas has not offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.	Mahmoud Abbas has claimed victory in the presidential elections.	entailment
86	Prime Minister Mahmoud Abbas has offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.	Mahmoud Abbas has not claimed victory in the presidential elections.	not_entailment
87	Prime Minister Mahmoud Abbas has not offered 'the hand of peace' to Israel after his landslide victory in Sunday's presidential election.	Mahmoud Abbas has not claimed victory in the presidential elections.	not_entailment
88	Nigeria has been the culprit so far, preventing the world from being completely polio-free.	Polio is under control in the world.	not_entailment
89	Nigeria has not been the culprit so far, preventing the world from being completely polio-free.	Polio is under control in the world.	not_entailment
90	Nigeria has been the culprit so far, preventing the world from being completely polio-free.	Polio is not under control in the world.	entailment
91	Nigeria has not been the culprit so far, preventing the world from being completely polio-free.	Polio is not under control in the world.	not_entailment
92	City officials fired the captain of the crashed Staten Island ferry.	Staten Island ferry captain has refused to talk with investigators.	not_entailment
93	City officials did not fire the captain of the crashed Staten Island ferry.	Staten Island ferry captain has refused to talk with investigators.	not_entailment
94	City officials fired the captain of the crashed Staten Island ferry.	Staten Island ferry captain has not refused to talk with investigators.	not_entailment
95	City officials did not fire the captain of the crashed Staten Island ferry.	Staten Island ferry captain has not refused to talk with investigators.	not_entailment
96	In most Pacific countries there are very few women in parliament.	Women are poorly represented in parliament.	not_entailment
97	In most Pacific countries there are not very few women in parliament.	Women are poorly represented in parliament.	not_entailment
98	In most Pacific countries there are very few women in parliament.	Women are not poorly represented in parliament.	not_entailment
99	In most Pacific countries there are not very few women in parliament.	Women are not poorly represented in parliament.	entailment
100	Three nurses in one of Vienna's oldest hospitals have been arrested on suspicion of killing 35 patients.	Three Vienna nurses are under suspicion for killing patients.	entailment
101	Three nurses in one of Vienna's oldest hospitals have not been arrested on suspicion of killing 35 patients.	Three Vienna nurses are under suspicion for killing patients.	not_entailment
102	Three nurses in one of Vienna's oldest hospitals have been arrested on suspicion of killing 35 patients.	Three Vienna nurses are not under suspicion for killing patients.	not_entailment
103	Three nurses in one of Vienna's oldest hospitals have not been arrested on suspicion of killing 35 patients.	Three Vienna nurses are not under suspicion for killing patients.	not_entailment
104	El Nino is so named because the effects of the warmer water off Peru are usually noticed near Christmas time.	El Nino is named after Peru.	not_entailment
105	El Nino is not so named because the effects of the warmer water off Peru are usually noticed near Christmas time.	El Nino is named after Peru.	not_entailment
106	El Nino is so named because the effects of the warmer water off Peru are usually noticed near Christmas time.	El Nino is not named after Peru.	entailment
107	El Nino is not so named because the effects of the warmer water off Peru are usually noticed near Christmas time.	El Nino is not named after Peru.	not_entailment
108	He also developed a breath test that could detect sulfur compounds emitted from the H. pylori.	The H. pylori produces sulphur compounds.	entailment
109	He also did not develop a breath test that could detect sulfur compounds emitted from the H. pylori.	The H. pylori produces sulphur compounds.	entailment
110	He also developed a breath test that could detect sulfur compounds emitted from the H. pylori.	The H. pylori does not produce sulphur compounds.	not_entailment
111	He also did not develop a breath test that could detect sulfur compounds emitted from the H. pylori.	The H. pylori does not produce sulphur compounds.	not_entailment
112	The airline now flew under the name Sabena - Belgian World Airlines.	Sabena is an airline.	entailment
113	The airline now did not fly under the name Sabena - Belgian World Airlines.	Sabena is an airline.	entailment
114	The airline now flew under the name Sabena - Belgian World Airlines.	Sabena is not an airline.	not_entailment
115	The airline now did not fly under the name Sabena - Belgian World Airlines.	Sabena is not an airline.	not_entailment
116	The Sioux Ghost Shirt was a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its land of origin.	A Sioux ghost shirt was returned by a Scottish museum.	entailment
117	The Sioux Ghost Shirt was not a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its land of origin.	A Sioux ghost shirt was returned by a Scottish museum.	not_entailment
118	The Sioux Ghost Shirt was a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its land of origin.	A Sioux ghost shirt was not returned by a Scottish museum.	not_entailment
119	The Sioux Ghost Shirt was not a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its land of origin.	A Sioux ghost shirt was not returned by a Scottish museum.	not_entailment
120	Romano Prodi will meet the US President George Bush in his capacity as president of the European commission.	George Bush is the president of the European Commission.	not_entailment
121	Romano Prodi will not meet the US President George Bush in his capacity as president of the European commission.	George Bush is the president of the European Commission.	not_entailment
122	Romano Prodi will meet the US President George Bush in his capacity as president of the European commission.	George Bush is not the president of the European Commission.	entailment
123	Romano Prodi will not meet the US President George Bush in his capacity as president of the European commission.	George Bush is not the president of the European Commission.	entailment
124	In 1973, the United States and Communist China agreed to establish liaison offices in Beijing and Washington.	Communist China is an organisation based in Beijing and Washington.	not_entailment
125	In 1973, the United States and Communist China did not agree to establish liaison offices in Beijing and Washington.	Communist China is an organisation based in Beijing and Washington.	not_entailment
126	In 1973, the United States and Communist China agreed to establish liaison offices in Beijing and Washington.	Communist China is not an organisation based in Beijing and Washington.	not_entailment
127	In 1973, the United States and Communist China did not agree to establish liaison offices in Beijing and Washington.	Communist China is not an organisation based in Beijing and Washington.	not_entailment
128	Conservationists fear that one of Namibia's most precious resources, its abundant wildlife and especially its threatened black rhinoceros, faces a major menace from poaching.	In Africa, rhinos are seriously endangered by poaching.	entailment
129	Conservationists do not fear that one of Namibia's most precious resources, its abundant wildlife and especially its threatened black rhinoceros, faces a major menace from poaching.	In Africa, rhinos are seriously endangered by poaching.	not_entailment
130	Conservationists fear that one of Namibia's most precious resources, its abundant wildlife and especially its threatened black rhinoceros, faces a major menace from poaching.	In Africa, rhinos are not seriously endangered by poaching.	not_entailment
131	Conservationists do not fear that one of Namibia's most precious resources, its abundant wildlife and especially its threatened black rhinoceros, faces a major menace from poaching.	In Africa, rhinos are not seriously endangered by poaching.	entailment
132	French is the mother tongue of 80.9 percent of Québeckers, while 7.8 percent cite English as their mother tongue.	French is the most widely spoken language in Québec.	not_entailment
133	French is not the mother tongue of 80.9 percent of Québeckers, while 7.8 percent cite English as their mother tongue.	French is the most widely spoken language in Québec.	not_entailment
134	French is the mother tongue of 80.9 percent of Québeckers, while 7.8 percent cite English as their mother tongue.	French is not the most widely spoken language in Québec.	not_entailment
135	French is not the mother tongue of 80.9 percent of Québeckers, while 7.8 percent cite English as their mother tongue.	French is not the most widely spoken language in Québec.	not_entailment
136	A.S. Roma suffered their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.	Siena was beaten by A.S. Roma.	not_entailment
137	A.S. Roma did not suffer their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.	Siena was beaten by A.S. Roma.	not_entailment
138	A.S. Roma suffered their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.	Siena was not beaten by A.S. Roma.	not_entailment
139	A.S. Roma did not suffer their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.	Siena was not beaten by A.S. Roma.	entailment
140	Security preparations kept protestors at bay at the recent G8 Summit on Sea Island (USA).	Demonstrations against G8 Summit took place at Sea Island bay.	not_entailment
141	Security preparations did not keep protestors at bay at the recent G8 Summit on Sea Island (USA).	Demonstrations against G8 Summit took place at Sea Island bay.	entailment
142	Security preparations kept protestors at bay at the recent G8 Summit on Sea Island (USA).	Demonstrations against G8 Summit did not take place at Sea Island bay.	not_entailment
143	Security preparations did not keep protestors at bay at the recent G8 Summit on Sea Island (USA).	Demonstrations against G8 Summit did not take place at Sea Island bay.	not_entailment
144	More than 1,500 people died when the Titanic sank in 1912.	The Titanic sank in 1912.	entailment
145	More than 1,500 people did not die when the Titanic sank in 1912.	The Titanic sank in 1912.	not_entailment
146	More than 1,500 people died when the Titanic sank in 1912.	The Titanic did not sink in 1912.	not_entailment
147	More than 1,500 people did not die when the Titanic sank in 1912.	The Titanic did not sink in 1912.	not_entailment
148	"Les Paul, who continues to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends."""	Iridium Jazz Club is located in New York.	entailment
149	"Les Paul, who does not continue to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends."""	Iridium Jazz Club is located in New York.	entailment
150	"Les Paul, who continues to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends."""	Iridium Jazz Club is not located in New York.	not_entailment
151	"Les Paul, who does not continue to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends."""	Iridium Jazz Club is not located in New York.	not_entailment
152	Moog's synthesiser, which bears his name, revolutionised music from the 1960s onwards, and was used by bands like The Beatles and The Doors.	Moog's instruments were used by The Beatles and The Doors among others.	entailment
153	Moog's synthesiser, which does not bear his name, revolutionised music from the 1960s onwards, and was used by bands like The Beatles and The Doors.	Moog's instruments were used by The Beatles and The Doors among others.	entailment
154	Moog's synthesiser, which bears his name, revolutionised music from the 1960s onwards, and was used by bands like The Beatles and The Doors.	Moog's instruments were not used by The Beatles and The Doors among others.	not_entailment
155	Moog's synthesiser, which does not bear his name, revolutionised music from the 1960s onwards, and was used by bands like The Beatles and The Doors.	Moog's instruments were not used by The Beatles and The Doors among others.	not_entailment
156	The Titanic sank in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	The Titanic sank in 1912.	entailment
157	The Titanic did not sink in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	The Titanic sank in 1912.	not_entailment
158	The Titanic sank in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	The Titanic did not sink in 1912.	not_entailment
159	The Titanic did not sink in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	The Titanic did not sink in 1912.	not_entailment
160	The Philippine Stock Exchange Composite Index rose 0.1 percent to 1573.65.	The Philippine Stock Exchange Composite Index dropped.	not_entailment
161	The Philippine Stock Exchange Composite Index did not rise 0.1 percent to 1573.65.	The Philippine Stock Exchange Composite Index dropped.	not_entailment
162	The Philippine Stock Exchange Composite Index rose 0.1 percent to 1573.65.	The Philippine Stock Exchange Composite Index did not drop.	entailment
163	The Philippine Stock Exchange Composite Index did not rise 0.1 percent to 1573.65.	The Philippine Stock Exchange Composite Index did not drop.	not_entailment
164	Medicare will select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare will choose 10 percent of applicants to receive benefits by Aug. 16.	not_entailment
165	Medicare will not select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare will choose 10 percent of applicants to receive benefits by Aug. 16.	not_entailment
166	Medicare will select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare will not choose 10 percent of applicants to receive benefits by Aug. 16.	not_entailment
167	Medicare will not select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare will not choose 10 percent of applicants to receive benefits by Aug. 16.	not_entailment
168	Binge drinking among young women is on the rise, bringing with it a number of health consequences, including fetal alcohol syndrome.	Young women are binge drinking more, which can lead to the health risk of fetal alcohol syndrome.	entailment
169	Binge drinking among young women is not on the rise, bringing with it a number of health consequences, including fetal alcohol syndrome.	Young women are binge drinking more, which can lead to the health risk of fetal alcohol syndrome.	not_entailment
170	Binge drinking among young women is on the rise, bringing with it a number of health consequences, including fetal alcohol syndrome.	Young women are not binge drinking more, which can lead to the health risk of fetal alcohol syndrome.	not_entailment
171	Binge drinking among young women is not on the rise, bringing with it a number of health consequences, including fetal alcohol syndrome.	Young women are not binge drinking more, which can lead to the health risk of fetal alcohol syndrome.	entailment
172	Arroyo was the favorite of investors because of her experience as a trained economist and government manager.	Arroyo has experience as an economist and as a government manager.	entailment
173	Arroyo was not the favorite of investors because of her experience as a trained economist and government manager.	Arroyo has experience as an economist and as a government manager.	entailment
174	Arroyo was the favorite of investors because of her experience as a trained economist and government manager.	Arroyo does not have experience as an economist and as a government manager.	not_entailment
175	Arroyo was not the favorite of investors because of her experience as a trained economist and government manager.	Arroyo does not have experience as an economist and as a government manager.	not_entailment
176	Asia has the highest number of child workers, but Sub-Saharan Africa has the highest proportion of working children relative to population.	Child labor is widely used in Asia.	entailment
177	Asia does not have the highest number of child workers, but Sub-Saharan Africa has the highest proportion of working children relative to population.	Child labor is widely used in Asia.	not_entailment
178	Asia has the highest number of child workers, but Sub-Saharan Africa has the highest proportion of working children relative to population.	Child labor is not widely used in Asia.	not_entailment
179	Asia does not have the highest number of child workers, but Sub-Saharan Africa has the highest proportion of working children relative to population.	Child labor is not widely used in Asia.	not_entailment
180	Thanks to the recent acquisition of J.D. Edwards, Oracle will soon be able to run JDE apps on its Fusion Middleware platform, too.	J.D.E. is the owner of Oracle.	not_entailment
181	Thanks to the recent acquisition of J.D. Edwards, Oracle will not soon be able to run JDE apps on its Fusion Middleware platform, too.	J.D.E. is the owner of Oracle.	not_entailment
182	Thanks to the recent acquisition of J.D. Edwards, Oracle will soon be able to run JDE apps on its Fusion Middleware platform, too.	J.D.E. is not the owner of Oracle.	entailment
183	Thanks to the recent acquisition of J.D. Edwards, Oracle will not soon be able to run JDE apps on its Fusion Middleware platform, too.	J.D.E. is not the owner of Oracle.	entailment
184	It's Biodiesel, and Bio-Beetle is the first all-BD rental car company.	Biodiesel produces the 'Beetle'.	not_entailment
185	It's Biodiesel, and Bio-Beetle is not the first all-BD rental car company.	Biodiesel produces the 'Beetle'.	not_entailment
186	It's Biodiesel, and Bio-Beetle is the first all-BD rental car company.	Biodiesel does not produce the 'Beetle'.	not_entailment
187	It's Biodiesel, and Bio-Beetle is not the first all-BD rental car company.	Biodiesel does not produce the 'Beetle'.	not_entailment
188	"He is the professor of theater and drama at Loyola University and the director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was written by Wilson.	entailment
189	"He is not the professor of theater and drama at Loyola University and the director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was written by Wilson.	not_entailment
190	"He is the professor of theater and drama at Loyola University and the director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was not written by Wilson.	not_entailment
191	"He is not the professor of theater and drama at Loyola University and the director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was not written by Wilson.	entailment
192	There is growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.	Dietary intake of magnesium prevents osteoporosis.	not_entailment
193	There is not growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.	Dietary intake of magnesium prevents osteoporosis.	not_entailment
194	There is growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.	Dietary intake of magnesium does not prevent osteoporosis.	not_entailment
195	There is not growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.	Dietary intake of magnesium does not prevent osteoporosis.	not_entailment
196	Only 18 states, including Massachusetts, have specific provisions that allow women who quit their jobs due to domestic violence to qualify for UI.	18 states have provisions that permit women who quit their jobs because of domestic violence to collect unemployment insurance.	entailment
197	Only 18 states, including Massachusetts, do not have specific provisions that allow women who quit their jobs due to domestic violence to qualify for UI.	18 states have provisions that permit women who quit their jobs because of domestic violence to collect unemployment insurance.	not_entailment
198	Only 18 states, including Massachusetts, have specific provisions that allow women who quit their jobs due to domestic violence to qualify for UI.	18 states do not have provisions that permit women who quit their jobs because of domestic violence to collect unemployment insurance.	not_entailment
199	Only 18 states, including Massachusetts, do not have specific provisions that allow women who quit their jobs due to domestic violence to qualify for UI.	18 states do not have provisions that permit women who quit their jobs because of domestic violence to collect unemployment insurance.	entailment
200	Suncreams designed for children could offer less protection than they claim on the bottle.	Suncreams designed for children protect at the level they advertise.	not_entailment
201	Suncreams designed for children could not offer less protection than they claim on the bottle.	Suncreams designed for children protect at the level they advertise.	entailment
202	Suncreams designed for children could offer less protection than they claim on the bottle.	Suncreams designed for children do not protect at the level they advertise.	entailment
203	Suncreams designed for children could not offer less protection than they claim on the bottle.	Suncreams designed for children do not protect at the level they advertise.	not_entailment
204	A British Dynamite Company (Ardeer, Scotland, UK) is founded. In 1877 the company name was changed to Nobel's Explosives Company.	Alfred Nobel is the inventor of dynamite.	entailment
205	A British Dynamite Company (Ardeer, Scotland, UK) is not founded. In 1877 the company name was changed to Nobel's Explosives Company.	Alfred Nobel is the inventor of dynamite.	not_entailment
